"makespan","totalCosts","vmType","provisioningRate","numVmsStart","numVmsTotal","numVmsUnused","capacityInterruptionRate","numInterruptions","daxFiles","schedulingPlanningAlgorithm"
"171.590242326984","0.0585","SPOT","1","6","8","0","0.05","1","Montage_1000.xml|","HEFT"
"167.545931020613","0.0431","SPOT","1","6","7","0","0.05","0","Montage_1000.xml|","HEFT"
"169.366347604917","0.0407","SPOT","1","6","7","0","0.05","0","Montage_1000.xml|","HEFT"
"169.787201382604","0.0465","SPOT","1","6","8","0","0.05","2","Montage_1000.xml|","HEFT"
"170.878388034188","0.0762","SPOT","1","6","10","0","0.05","0","Montage_1000.xml|","HEFT"
"165.781064630467","0.0405","SPOT","1","6","7","0","0.05","0","Montage_1000.xml|","HEFT"
"168.633859560133","0.0494","SPOT","1","6","7","0","0.05","1","Montage_1000.xml|","HEFT"
"162.66295967823","0.0343","SPOT","1","6","6","0","0.05","0","Montage_1000.xml|","HEFT"
"162.781222347913","0.0345","SPOT","1","6","6","0","0.05","0","Montage_1000.xml|","HEFT"
"168.754673453997","0.1001","SPOT","1","6","8","0","0.05","2","Montage_1000.xml|","HEFT"
"168.820502941176","0.1052","SPOT","1","6","8","0","0.05","1","Montage_1000.xml|","HEFT"
"170.439064806435","0.0423","SPOT","1","6","7","0","0.05","0","Montage_1000.xml|","HEFT"
"162.913235746606","0.0345","SPOT","1","6","6","0","0.05","0","Montage_1000.xml|","HEFT"
"164.804500678733","0.0396","SPOT","1","6","7","0","0.05","1","Montage_1000.xml|","HEFT"
"169.770474459527","0.0473","SPOT","1","6","8","0","0.05","0","Montage_1000.xml|","HEFT"
"172.644614077426","0.074","SPOT","1","6","9","0","0.05","1","Montage_1000.xml|","HEFT"
"167.210211714429","0.0589","SPOT","1","6","7","0","0.05","0","Montage_1000.xml|","HEFT"
"168.083520537959","0.0519","SPOT","1","6","8","0","0.05","1","Montage_1000.xml|","HEFT"
"169.307834062343","0.0406","SPOT","1","6","7","0","0.05","1","Montage_1000.xml|","HEFT"
"163.758063624937","0.049","SPOT","1","6","7","0","0.05","1","Montage_1000.xml|","HEFT"
"169.536396354952","0.0963","SPOT","1","6","9","0","0.05","2","Montage_1000.xml|","HEFT"
"171.014328632479","0.1282","SPOT","1","6","11","0","0.05","0","Montage_1000.xml|","HEFT"
"171.437458421317","0.0484","SPOT","1","6","8","0","0.05","0","Montage_1000.xml|","HEFT"
"168.002301458019","0.0566","SPOT","1","6","7","0","0.05","0","Montage_1000.xml|","HEFT"
"170.234113332416","0.058","SPOT","1","6","8","0","0.05","0","Montage_1000.xml|","HEFT"
"169.663773931624","0.0841","SPOT","1","6","7","0","0.05","0","Montage_1000.xml|","HEFT"
"168.881156862745","0.0947","SPOT","1","6","8","0","0.05","1","Montage_1000.xml|","HEFT"
"162.762208019105","0.0346","SPOT","1","6","6","0","0.05","0","Montage_1000.xml|","HEFT"
"165.154928004022","0.1132","SPOT","1","6","10","0","0.05","0","Montage_1000.xml|","HEFT"
"166.26170346908","0.0405","SPOT","1","6","7","0","0.05","1","Montage_1000.xml|","HEFT"
"165.834427400704","0.0409","SPOT","1","6","7","0","0.05","1","Montage_1000.xml|","HEFT"
"170.630127425842","0.0459","SPOT","1","6","8","0","0.05","1","Montage_1000.xml|","HEFT"
"170.231363348416","0.1109","SPOT","1","6","9","0","0.05","3","Montage_1000.xml|","HEFT"
"168.736242006033","0.0938","SPOT","1","6","8","0","0.05","2","Montage_1000.xml|","HEFT"
"171.05408974359","0.1197","SPOT","1","6","10","0","0.05","3","Montage_1000.xml|","HEFT"
"169.039005957768","0.0483","SPOT","1","6","7","0","0.05","0","Montage_1000.xml|","HEFT"
"174.298068370004","0.0539","SPOT","1","7","8","0","0.05","2","Montage_1000.xml|","HEFT"
"170.228171367521","0.1116","SPOT","1","6","10","0","0.1","1","Montage_1000.xml|","HEFT"
"168.752238562091","0.1053","SPOT","1","6","7","0","0.1","1","Montage_1000.xml|","HEFT"
"171.297681729559","0.1119","SPOT","1","6","9","0","0.1","2","Montage_1000.xml|","HEFT"
"168.364656460533","0.0466","SPOT","1","6","8","0","0.1","1","Montage_1000.xml|","HEFT"
"175.645008503588","0.145","SPOT","1","6","11","0","0.1","1","Montage_1000.xml|","HEFT"
"168.628999522373","0.0931","SPOT","1","6","10","0","0.1","0","Montage_1000.xml|","HEFT"
"168.36734884364","0.0425","SPOT","1","6","8","0","0.1","1","Montage_1000.xml|","HEFT"
"163.901832956259","0.0654","SPOT","1","6","9","0","0.1","0","Montage_1000.xml|","HEFT"
"171.305130065359","0.0659","SPOT","1","6","8","0","0.1","1","Montage_1000.xml|","HEFT"
"168.077583880588","0.0473","SPOT","1","6","7","0","0.1","1","Montage_1000.xml|","HEFT"
"169.304790447461","0.0843","SPOT","1","6","7","0","0.1","0","Montage_1000.xml|","HEFT"
"166.926657993967","0.0677","SPOT","1","6","9","0","0.1","0","Montage_1000.xml|","HEFT"
"169.154992767563","0.0522","SPOT","1","6","8","0","0.1","1","Montage_1000.xml|","HEFT"
"170.674121766685","0.0973","SPOT","1","6","8","0","0.1","2","Montage_1000.xml|","HEFT"
"172.408198466566","0.1031","SPOT","1","7","9","0","0.1","1","Montage_1000.xml|","HEFT"
"164.705038637506","0.0584","SPOT","1","6","9","0","0.1","1","Montage_1000.xml|","HEFT"
"164.572342785319","0.0389","SPOT","1","6","7","0","0.1","0","Montage_1000.xml|","HEFT"
"172.503386612875","0.0489","SPOT","1","6","9","0","0.1","2","Montage_1000.xml|","HEFT"
"166.70129522373","0.0364","SPOT","1","6","7","0","0.1","1","Montage_1000.xml|","HEFT"
"169.563663876748","0.1205","SPOT","1","6","10","0","0.1","0","Montage_1000.xml|","HEFT"
"166.853893539467","0.0479","SPOT","1","6","9","0","0.1","3","Montage_1000.xml|","HEFT"
"165.990167633053","0.0424","SPOT","1","6","7","0","0.1","0","Montage_1000.xml|","HEFT"
"170.015189668175","0.1264","SPOT","1","6","9","0","0.1","1","Montage_1000.xml|","HEFT"
"170.267213448969","0.044","SPOT","1","6","8","0","0.1","1","Montage_1000.xml|","HEFT"
"170.797544419306","0.0489","SPOT","1","6","8","0","0.1","1","Montage_1000.xml|","HEFT"
"167.115690422323","0.0723","SPOT","1","6","10","0","0.1","0","Montage_1000.xml|","HEFT"
"170.397359150327","0.0422","SPOT","1","6","7","0","0.1","1","Montage_1000.xml|","HEFT"
"169.158317547362","0.1168","SPOT","1","6","10","0","0.1","4","Montage_1000.xml|","HEFT"
"170.545856686987","0.1243","SPOT","1","6","9","0","0.1","1","Montage_1000.xml|","HEFT"
"166.051158169935","0.099","SPOT","1","6","9","0","0.1","0","Montage_1000.xml|","HEFT"
"163.835105103067","0.0347","SPOT","1","6","6","0","0.1","0","Montage_1000.xml|","HEFT"
"175.562567521368","0.033","SPOT","1","5","5","0","0.1","0","Montage_1000.xml|","HEFT"
"166.664126797386","0.0337","SPOT","1","5","5","0","0.1","0","Montage_1000.xml|","HEFT"
"163.739405178481","0.0346","SPOT","1","6","6","0","0.1","0","Montage_1000.xml|","HEFT"
"162.941479260935","0.0342","SPOT","1","6","6","0","0.1","0","Montage_1000.xml|","HEFT"
"173.89268164907","0.0327","SPOT","1","5","5","0","0.1","0","Montage_1000.xml|","HEFT"
"163.934610231272","0.0344","SPOT","1","6","6","0","0.1","0","Montage_1000.xml|","HEFT"
"229.442608471594","0.0236","SPOT","1","5","5","0","0.1","0","Montage_1000.xml|","HEFT"
"170.793580467572","0.0888","SPOT","1","6","7","0","0.1","0","Montage_1000.xml|","HEFT"
"173.946446556058","0.0326","SPOT","1","5","5","0","0.1","0","Montage_1000.xml|","HEFT"
"163.737845098039","0.0346","SPOT","1","6","6","0","0.1","0","Montage_1000.xml|","HEFT"
"174.523000854701","0.033","SPOT","1","5","5","0","0.1","0","Montage_1000.xml|","HEFT"
"163.171969582705","0.0345","SPOT","1","6","6","0","0.1","0","Montage_1000.xml|","HEFT"
"162.616838511815","0.0341","SPOT","1","6","6","0","0.1","0","Montage_1000.xml|","HEFT"
"230.709432001007","0.0237","SPOT","1","5","5","0","0.1","0","Montage_1000.xml|","HEFT"
"167.355641135443","0.0872","SPOT","1","6","8","0","0.1","0","Montage_1000.xml|","HEFT"
"190.625626923077","0.0337","SPOT","1","4","4","0","0.1","0","Montage_1000.xml|","HEFT"
"230.431103066868","0.0236","SPOT","1","5","5","0","0.1","0","Montage_1000.xml|","HEFT"
"169.247938059326","0.0378","SPOT","1","6","7","0","0.1","1","Montage_1000.xml|","HEFT"
"168.527946329814","0.0415","SPOT","1","6","7","0","0.1","1","Montage_1000.xml|","HEFT"
"163.774398215183","0.0347","SPOT","1","6","6","0","0.1","0","Montage_1000.xml|","HEFT"
"165.748225741579","0.035","SPOT","1","6","6","0","0.1","0","Montage_1000.xml|","HEFT"
"230.624658371042","0.0238","SPOT","1","5","5","0","0.1","0","Montage_1000.xml|","HEFT"
"163.155636450478","0.0345","SPOT","1","6","6","0","0.1","0","Montage_1000.xml|","HEFT"
"177.469553418804","0.0335","SPOT","1","5","5","0","0.1","0","Montage_1000.xml|","HEFT"
"162.895945198592","0.0343","SPOT","1","6","6","0","0.1","0","Montage_1000.xml|","HEFT"
"163.133469431875","0.0346","SPOT","1","6","6","0","0.1","0","Montage_1000.xml|","HEFT"
"167.697728255405","0.0338","SPOT","1","5","5","0","0.1","0","Montage_1000.xml|","HEFT"
"180.307612368024","0.0424","SPOT","1","5","6","0","0.1","1","Montage_1000.xml|","HEFT"
"175.104813172449","0.0329","SPOT","1","5","5","0","0.1","0","Montage_1000.xml|","HEFT"
"170.679913650075","0.0388","SPOT","1","6","7","0","0.1","0","Montage_1000.xml|","HEFT"
"163.747341729512","0.0389","SPOT","1","6","7","0","0.1","0","Montage_1000.xml|","HEFT"
"169.109046631473","0.0404","SPOT","1","6","7","0","0.1","1","Montage_1000.xml|","HEFT"
"168.153160569749","0.0477","SPOT","1","6","7","0","0.1","0","Montage_1000.xml|","HEFT"
"230.78273164907","0.0237","SPOT","1","5","5","0","0.1","0","Montage_1000.xml|","HEFT"
"170.549199472097","0.0412","SPOT","1","6","7","0","0.1","0","Montage_1000.xml|","HEFT"
"169.066609376571","0.0409","SPOT","1","6","7","0","0.1","0","Montage_1000.xml|","HEFT"
"163.5654268728","0.0343","SPOT","1","6","6","0","0.1","0","Montage_1000.xml|","HEFT"
"168.677020361991","0.0906","SPOT","1","6","7","0","0.1","0","Montage_1000.xml|","HEFT"
"175.615426068376","0.0331","SPOT","1","5","5","0","0.1","0","Montage_1000.xml|","HEFT"
"163.025890422323","0.0345","SPOT","1","6","6","0","0.1","0","Montage_1000.xml|","HEFT"
"162.751081598793","0.0342","SPOT","1","6","6","0","0.1","0","Montage_1000.xml|","HEFT"
"168.247106259427","0.0567","SPOT","1","5","6","0","0.1","0","Montage_1000.xml|","HEFT"
"182.117240170941","0.0449","SPOT","1","5","7","0","0.1","2","Montage_1000.xml|","HEFT"
"232.386073403721","0.0238","SPOT","1","5","5","0","0.1","0","Montage_1000.xml|","HEFT"
"174.308194645551","0.0349","SPOT","1","5","5","0","0.1","0","Montage_1000.xml|","HEFT"
"168.707991452991","0.0996","SPOT","1","6","8","0","0.1","1","Montage_1000.xml|","HEFT"
"235.465726113045","0.1169","SPOT","1","5","7","0","0.1","2","Montage_1000.xml|","HEFT"
"163.192552941176","0.0346","SPOT","1","6","6","0","0.1","0","Montage_1000.xml|","HEFT"
"326.908227067124","0.0381","SPOT","1","3","4","0","0.1","1","Montage_1000.xml|","HEFT"
"162.68686993464","0.0344","SPOT","1","6","6","0","0.1","0","Montage_1000.xml|","HEFT"
"181.496977450981","0.0318","SPOT","1","5","5","0","0.1","0","Montage_1000.xml|","HEFT"
"169.039151960784","0.0418","SPOT","1","6","7","0","0.1","1","Montage_1000.xml|","HEFT"
"163.780566239316","0.0346","SPOT","1","6","6","0","0.1","0","Montage_1000.xml|","HEFT"
"164.754893765711","0.0349","SPOT","1","6","6","0","0.1","0","Montage_1000.xml|","HEFT"
"162.688034615384","0.0342","SPOT","1","6","6","0","0.1","0","Montage_1000.xml|","HEFT"
"162.768445198592","0.0342","SPOT","1","6","6","0","0.1","0","Montage_1000.xml|","HEFT"
"163.953068426345","0.0347","SPOT","1","6","6","0","0.1","0","Montage_1000.xml|","HEFT"
"178.021963671365","0.0428","SPOT","1","6","6","0","0.1","1","Montage_1000.xml|","HEFT"
"163.771545751634","0.0344","SPOT","1","6","6","0","0.1","0","Montage_1000.xml|","HEFT"
"168.180858270488","0.056","SPOT","1","6","8","0","0.1","0","Montage_1000.xml|","HEFT"
"167.70476950729","0.0412","SPOT","1","6","8","0","0.1","2","Montage_1000.xml|","HEFT"
"166.962127073906","0.0398","SPOT","1","5","6","0","0.1","0","Montage_1000.xml|","HEFT"
"165.687452765208","0.0859","SPOT","1","6","8","0","0.1","0","Montage_1000.xml|","HEFT"
"180.914282252389","0.0829","SPOT","1","5","6","0","0.1","0","Montage_1000.xml|","HEFT"
"168.968883836098","0.0485","SPOT","1","6","7","0","0.1","1","Montage_1000.xml|","HEFT"
"169.177530668678","0.0436","SPOT","1","6","7","0","0.1","1","Montage_1000.xml|","HEFT"
"237.351008111024","0.0353","SPOT","1","5","7","0","0.1","0","Montage_1000.xml|","HEFT"
"170.050652865762","0.0375","SPOT","1","6","7","0","0.1","1","Montage_1000.xml|","HEFT"
"167.371576219205","0.0566","SPOT","1","6","7","0","0.1","0","Montage_1000.xml|","HEFT"
"175.268063675214","0.0502","SPOT","1","5","6","0","0.1","0","Montage_1000.xml|","HEFT"
"166.486375037707","0.0435","SPOT","1","7","7","0","0.1","1","Montage_1000.xml|","HEFT"
